id,hhid,Общее телесмотрение,Телесмотрение ночью,Телесмотрение утром,Телесмотрение в рабочее время,Телесмотрение в вечернее время,Телесмотрение в прайм тайм,Общее телесмотрение Пн-Пт,Телесмотрение ночью Пн-Пт,Телесмотрение утром Пн-Пт,Телесмотрение в рабочее время Пн-Пт,Телесмотрение в вечернее время Пн-Пт,Телесмотрение в прайм тайм Пн-Пт,Общее телесмотрение в выходные,Телесмотрение ночью в выходные,Телесмотрение утром в выходные,Телесмотрение в рабочее время в выходные,Телесмотрение вечером в выходные,Телесмотрение в прайм тайм в выходные,Просмотр жанра кино в рабочее время,Просмотр жанра кино в праздники,Просмотр жанра приключения в рабочее время,Просмотр жанра приключение в праздники,Просмотра жанра сад в рабочее время,Просмотр жанра сад в праздники,Просмотра жанра комедия в рабочее время,Просмотр жанра комедия в праздники,Просмотр жанра хоби в рабочее время,Просмотр жанра хобби в праздники,Просмотр жанра спорт в рабочее время,Просмотр жанра спорт в праздники,Просмотр жанра музыка в рабочее время,Просмотр жанра музыка в праздники,Просмотр жанра образования в рабочее время,Просмотр жанра образование в праздники,Размер ДХ,Тип ресивера,Оператор,Есть ли Интернет,Состав ДХ,ФО,Тип нас.пункта,Почтовый индекс
1899,5371,2720,265,201.0,1667,346,241,764.0,0,0,548,124,92,1956,265,201,1119,222,149,0,55,0,2,1,249,0,4,0,15,113,150,0,0,0,30,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,357807
1900,1484,423,325,0.0,0,89,9,423.0,325,0,0,89,9,0,0,0,0,0,0,188,0,0,0,0,0,0,0,41,0,0,0,0,0,93,0,7.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город более 400 тыс.,241022
1901,4370,551,262,139.0,150,0,0,176.0,161,15,0,0,0,375,101,124,150,0,0,0,0,0,101,0,0,0,0,161,0,0,0,0,0,0,0,1.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Северо-Западный федеральный округ,Сельский населенный пункт,180002
1902,3073,3,0,0.0,3,0,0,3.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,353358
1903,3100,2929,50,354.0,2209,316,0,816.0,8,138,590,80,0,2113,42,216,1619,236,0,0,42,4,0,56,2,0,0,4,0,2,2,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Сельский населенный пункт,353421
1904,402,254,0,30.0,224,0,0,6.0,0,6,0,0,0,248,0,24,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,248008
1905,1200,731,0,0.0,517,156,58,7.0,0,0,7,0,0,724,0,0,510,156,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,155240
1906,3878,78,0,78.0,0,0,0,78.0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Уральский федеральный округ,Город более 400 тыс.,454135
1907,4305,537,0,0.0,537,0,0,40.0,0,0,40,0,0,497,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,155550
1908,4000,4,0,0.0,4,0,0,4.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,392005
1909,3907,84,54,0.0,0,30,0,76.0,54,0,0,22,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,37,0,1.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Уральский федеральный округ,Город с численностью менее 45 тыс.,457020
1910,4784,2857,99,641.0,2090,27,0,1359.0,67,287,1002,3,0,1498,32,354,1088,24,0,3,3,0,0,0,0,0,0,63,25,0,2,0,0,1,4,4.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,357350
1911,5208,62,0,53.0,9,0,0,53.0,0,53,0,0,0,9,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город с численностью менее 45 тыс.,452018
1912,4778,1845,49,164.0,582,370,680,885.0,46,113,424,122,180,960,3,51,158,248,500,46,1,0,0,25,0,0,0,0,1,0,0,0,0,0,1,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Северо-Западный федеральный округ,Город с численностью менее 45 тыс.,238710
1913,4700,1346,50,263.0,647,206,180,727.0,14,90,360,83,180,619,36,173,287,123,0,0,0,0,0,0,0,0,0,14,36,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,216100
1914,4171,1455,0,206.0,992,140,117,871.0,0,167,568,73,63,584,0,39,424,67,54,0,0,0,0,1,0,0,0,0,0,0,0,2,37,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Сельский населенный пункт,143030
1915,4924,261,0,79.0,182,0,0,0.0,0,0,0,0,0,261,0,79,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Сибирский федеральный округ,Город с численностью менее 45 тыс.,632733
1916,3029,1614,1,0.0,763,473,377,913.0,1,0,496,230,186,701,0,0,267,243,191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,385000
1917,4102,761,0,0.0,492,204,65,102.0,0,0,2,100,0,659,0,0,490,104,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,392000
1918,4949,1930,176,284.0,637,365,468,630.0,6,158,165,120,181,1300,170,126,472,245,287,0,7,1,125,0,0,0,0,5,35,2,0,0,0,0,1,1.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,353370
1919,1161,954,0,0.0,714,222,18,518.0,0,0,379,121,18,436,0,0,335,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город более 400 тыс.,143986
1920,2962,2748,141,232.0,2081,293,1,988.0,0,0,988,0,0,1760,141,232,1093,293,1,0,12,0,3,1,81,0,2,0,13,0,0,0,0,0,1,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,601021
1921,4348,1197,0,393.0,726,78,0,490.0,0,221,269,0,0,707,0,172,457,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Северо-Западный федеральный округ,Город с численностью менее 45 тыс.,238750
1922,4828,1222,436,353.0,433,0,0,347.0,175,172,0,0,0,875,261,181,433,0,0,84,20,0,0,91,142,0,0,0,3,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Сибирский федеральный округ,Сельский населенный пункт,652451
1923,4520,271,160,71.0,40,0,0,39.0,0,0,39,0,0,232,160,71,1,0,0,0,0,0,6,0,0,0,0,0,95,0,0,0,0,0,59,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,617472
1924,4934,625,0,105.0,520,0,0,549.0,0,99,450,0,0,76,0,6,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,357350
1925,4853,1947,0,57.0,1222,355,313,823.0,0,30,648,92,53,1124,0,27,574,263,260,0,0,0,0,0,1,0,0,0,0,67,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,309850
1926,3821,871,299,150.0,422,0,0,410.0,215,150,45,0,0,461,84,0,377,0,0,0,2,0,0,0,0,0,0,21,20,0,0,0,0,194,2,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Уральский федеральный округ,Город с численностью менее 45 тыс.,457020
1927,5197,2736,316,527.0,1445,300,148,1077.0,129,242,566,113,27,1659,187,285,879,187,121,90,11,0,90,3,0,32,0,2,80,0,77,0,0,0,3,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,171900
1928,330,1195,0,94.0,951,123,27,445.0,0,57,388,0,0,750,0,37,563,123,27,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,353924
